Time,Yaw
46.000059366226196,[159.96511123   1.49089608  -5.69766924]
46.099976778030396,[155.90173818   1.09344779  -5.11941074]
46.1998815536499,[152.02825605   2.03596458  -4.8882724 ]
46.29992961883545,[147.756154     2.23666559  -4.3076171 ]
46.40000891685486,[143.2723445    2.40347264  -4.21693783]
46.50010299682617,[139.07905806   2.64819009  -5.27845977]
46.59983849525452,[135.37967791   3.88869862  -6.12630425]
46.699838638305664,[132.23092836   3.42644102  -4.20963826]
46.79987192153931,[128.2160094    3.99620689  -4.23465432]
46.900046825408936,[123.38270862   3.72961289  -3.57825248]
46.99987435340881,[117.71106543   3.63040684  -3.55337504]
47.09994673728943,[111.6830981    4.78359624  -3.65909103]
47.19984745979309,[106.18557847   5.30107884  -2.56832144]
47.300092697143555,[100.9048716    6.51052262  -2.65287364]
47.40002751350403,[95.60365437  6.76494296 -1.79340875]
47.49986219406128,[90.95076415  6.9503199  -0.73175389]
47.599857807159424,[86.77479889  5.58744897  0.83124568]
47.699848651885986,[82.03590815  5.63718051  1.40552824]
47.799999952316284,[76.9083623   5.79504847  0.66551717]
47.89984393119812,[71.69705444  5.90940384  1.40767353]
47.99987721443176,[66.52768498  6.76927719  1.06374115]
48.099886655807495,[61.42057456  6.46829496  1.88090375]
48.19995331764221,[56.48259464  6.30622288  2.01800736]
48.29995107650757,[51.63345425  5.35816895  2.6971777 ]
48.3999080657959,[46.7280282   5.30121488  3.06988522]
48.49979591369629,[42.08906865  4.58038548  3.50923103]
48.59986329078674,[37.53155194  4.23589149  3.58900676]
48.700024127960205,[32.86261343  4.23855453  3.71374523]
48.79996061325073,[28.42599355  3.74492506  3.79858778]
48.89988374710083,[24.02796084  3.44128493  3.97225185]
48.9998824596405,[19.99824291  2.95927581  3.98915306]
49.09997034072876,[16.16491752  2.17334849  4.01742079]
49.19994497299194,[12.3323983   2.02064265  3.92998498]
49.29988622665405,[8.04049473 1.57788618 4.34150456]
49.39982843399048,[3.90558117 1.58428356 4.54881222]
49.500131130218506,[-0.37815554  1.41222474  4.92219089]
49.59995698928833,[-4.66097534  1.21446926  5.28863577]
49.699957847595215,[-9.09848774  0.83789748  5.47718888]
49.7999370098114,[-13.55462163   0.64286488   5.34792072]
49.89984130859375,[-18.00962012  -0.08568708   5.60782701]
50.000000953674316,[-22.33815721  -0.60906092   5.53916066]
50.09988522529602,[-26.54516402  -0.96661664   5.47674019]
50.199843883514404,[-29.97363257  -1.14897241   4.29011184]
50.29984140396118,[-33.58958182  -1.58759706   4.16021299]
50.40001726150513,[-38.07275438  -2.15846599   4.79367551]
50.49993443489075,[-42.6243072   -2.61065508   4.94264937]
50.59987187385559,[-47.26122324  -2.82629731   4.47868488]
50.699777364730835,[-52.14013653  -3.65170605   4.57371603]
50.79997754096985,[-57.4898451  -4.4455914   4.8035646]
50.90010952949524,[-62.61884414  -5.31094776   4.76075503]
50.99981188774109,[-66.78835689  -4.51441382   3.67708242]
51.09978985786438,[-71.0562454   -4.6101307    2.36229727]
51.1998724937439,[-75.61087614  -4.35216828   2.24613249]
51.29993009567261,[-80.51532413  -5.81627913   3.18687257]
51.39982867240906,[-85.02909379  -6.21840586   1.61896189]
51.49980068206787,[-89.62920927  -6.50070689   2.26732226]
51.599865436553955,[-94.70220969  -7.69809702   1.48309419]
51.69990539550781,[-100.5555833    -8.47676336    1.47384184]
51.79982900619507,[-106.64076211   -9.17760707    0.70122564]
51.89982533454895,[-112.19546049   -8.76128362   -0.23213699]
51.99983358383179,[-117.21485396   -7.57463866   -1.1424471 ]
52.10000467300415,[-121.70606473   -6.41473622   -2.0568055 ]
52.199991941452026,[-125.88335932   -5.13259161   -2.7245747 ]
52.29980444908142,[-130.12286121   -3.82015594   -2.9480822 ]
52.39981293678284,[-134.63988322   -3.61605449   -3.3038494 ]
52.499836921691895,[-139.08341058   -3.54095964   -3.59023617]
52.599879026412964,[-143.29829196   -3.60735054   -3.81881779]
52.699877977371216,[-147.29132133   -3.36478595   -4.13897262]
52.79982614517212,[-151.40101318   -2.94607289   -4.48879803]
52.89983105659485,[-155.81143179   -2.8714613    -5.06449065]
52.99991297721863,[-160.17010541   -2.64928356   -5.01340647]
53.09986925125122,[-165.12692201   -2.09449256   -5.00646422]
53.199862241744995,[-170.60532654   -2.86797786   -5.81489465]
53.29983568191528,[-175.83918445   -2.29981133   -6.42684995]
53.39972805976868,[178.91877084  -1.99664723  -7.31935918]
53.49994659423828,[174.04906853  -1.04058945  -7.52245929]
53.59995675086975,[169.91654305  -0.95438742  -7.2524153 ]
53.699897050857544,[166.00586904   0.28159601  -6.19910303]
53.79982304573059,[162.00481127   0.34888093  -5.24462075]
53.89992117881775,[157.84117196   0.97603779  -4.98136538]
53.999998807907104,[153.31553912   1.51762533  -5.02038236]
54.09979033470154,[148.91852246   2.25321216  -5.13728439]
54.199769258499146,[144.44710216   2.34943181  -5.24519995]
54.299866914749146,[139.75246328   2.56234004  -5.14476322]
54.39993977546692,[135.00391696   3.13898706  -5.91514711]
54.499895095825195,[130.32321014   3.31100823  -5.63810346]
54.599814653396606,[125.90707368   3.72907507  -4.51090247]
54.699796199798584,[121.39228607   4.00733431  -3.57393297]
54.79989552497864,[116.9544039    4.21577741  -2.62605619]
54.89988851547241,[112.01664956   4.8048601   -1.73549168]
54.99988055229187,[106.94228879   5.54307351  -1.62064007]
55.099807262420654,[102.30665104   6.15019202  -1.5671775 ]
55.19989991188049,[97.28518239  6.24106607 -0.84777739]
55.300018548965454,[91.61965017  6.83517196 -0.65841113]
55.39981269836426,[86.46093559  7.07538026 -0.1183126 ]
55.49980807304382,[8.21491102e+01 6.74630613e+00 1.31286074e-02]
55.59982347488403,[77.71944178  5.99893063  0.87179965]
55.69992804527283,[72.87313951  5.79581385  1.44113518]
55.79992151260376,[68.18828669  4.98168539  1.41759758]
55.899919748306274,[63.26161799  5.21805647  1.81776744]
55.99984097480774,[59.18561621  5.30728195  2.27849891]
56.10003709793091,[55.39404367  4.57867916  1.89714459]
56.19988942146301,[51.47027414  4.29432458  2.33346326]
56.29984951019287,[47.28169421  3.43376057  2.30672299]
56.3997585773468,[41.76358519  4.6966737   2.96418587]
56.49974536895752,[36.19126263  5.04931297  3.19250433]
56.59989094734192,[30.69133038  5.1703854   3.84882309]
56.69983768463135,[25.27035304  5.05287835  4.39897747]
56.799866914749146,[20.23921016  4.47077339  5.16850009]
56.89987516403198,[15.13080889  3.56421859  5.12999606]
56.999995708465576,[10.35050819  3.04548457  5.46033392]
57.09995412826538,[5.77642905 2.17450779 5.29143232]
57.199809074401855,[1.36430428 1.33612156 5.5369293 ]
57.29976224899292,[-2.73792493  0.82326281  5.41467205]
57.39981484413147,[-6.86181819  0.6088543   5.75767281]
57.49988603591919,[-10.50432678   0.35436934   4.81109297]
57.59979271888733,[-14.15627793  -0.0946354    4.62331298]
57.699790716171265,[-18.14545452  -0.54394201   4.4105113 ]
57.799707651138306,[-22.32512154  -0.86016791   4.35709392]
57.89987587928772,[-26.71254095  -0.82772657   4.85750702]
57.999892234802246,[-31.11400541  -1.44746352   5.19600514]
58.09974408149719,[-35.58164045  -1.64368877   5.63776386]
58.1996955871582,[-39.73922631  -2.86597219   4.19407952]
58.29981303215027,[-43.6783      -1.77102016   4.41726937]
58.399972677230835,[-48.14278128  -2.36118306   4.50569284]
58.499828815460205,[-52.49640762  -3.45167037   4.84493132]
58.59975576400757,[-57.13273127  -4.55701749   4.38672158]
58.69978141784668,[-61.88716     -5.03470113   4.385349  ]
58.79985952377319,[-67.14017372  -5.93498865   4.63769735]
58.89996409416199,[-72.39775662  -6.43103334   3.95157448]
58.99970483779907,[-78.04232369  -7.71251267   3.97309811]
59.099689245224,[-83.27665403  -7.33027165   3.47030177]
59.19988441467285,[-88.52684721  -6.92799413   2.33610723]
59.29982805252075,[-93.64579706  -7.23490639   1.56799251]
59.39973974227905,[-98.63631239  -6.91739992   0.71619422]
59.49969267845154,[-103.43016883   -6.24566934    0.28151391]
59.599709272384644,[-108.08143685   -5.88915248   -0.82416419]
59.699790477752686,[-111.98605015   -5.37416456   -1.15903163]
59.79977250099182,[-116.37710761   -4.38207935   -1.94930229]
59.89981746673584,[-121.19075043   -5.10139147   -2.58994823]
59.99979543685913,[-125.52334066   -5.28220261   -2.63591336]
